Time,Actor Type,Actor ID,X,Y
1.0006310939788818,Vehicle,732,-0.00201416015625,0.029937744140625
1.0006310939788818,Vehicle,733,-0.544952392578125,-0.0435791015625
1.0006310939788818,Vehicle,734,0.609588623046875,-0.006072998046875
2.000112295150757,Vehicle,732,-0.0836639404296875,1.7021484375
2.000112295150757,Vehicle,733,-3.4568328857421875,-0.225616455078125
2.000112295150757,Vehicle,734,3.74664306640625,-0.0394287109375
3.000107765197754,Vehicle,732,-0.2398834228515625,4.692657470703125
3.000107765197754,Vehicle,733,-3.725555419921875,-0.241668701171875
3.000107765197754,Vehicle,734,9.335556030273438,-0.106842041015625
4.000875234603882,Vehicle,732,-0.3486480712890625,8.712982177734375
4.000875234603882,Vehicle,733,-3.725555419921875,-0.241668701171875
4.000875234603882,Vehicle,734,17.123001098632812,-0.14068603515625
5.0009355545043945,Vehicle,732,-0.3002777099609375,10.787261962890625
5.0009355545043945,Vehicle,733,-3.725555419921875,-0.241668701171875
5.0009355545043945,Vehicle,734,25.285995483398438,-0.0880126953125
6.000367641448975,Vehicle,732,-0.02288818359375,13.122772216796875
6.000367641448975,Vehicle,733,-3.725555419921875,-0.241668701171875
6.000367641448975,Vehicle,734,33.293975830078125,-0.01416015625
7.000115633010864,Vehicle,732,1.53765869140625,17.22247314453125
7.000115633010864,Vehicle,733,-3.725555419921875,-0.241668701171875
7.000115633010864,Vehicle,734,40.410430908203125,0.056976318359375
8.000123023986816,Vehicle,732,7.992401123046875,20.11767578125
8.000123023986816,Vehicle,733,-3.725555419921875,-0.241668701171875
8.000123023986816,Vehicle,734,46.59535217285156,0.120452880859375
9.000365734100342,Vehicle,732,15.946273803710938,20.0914306640625
9.000365734100342,Vehicle,733,-3.725555419921875,-0.241668701171875
9.000365734100342,Vehicle,734,51.92259216308594,0.184600830078125
10.00051474571228,Vehicle,732,23.8153076171875,20.10540771484375
10.00051474571228,Vehicle,733,-3.725555419921875,-0.241668701171875
10.00051474571228,Vehicle,734,56.539337158203125,0.33782958984375
11.00046992301941,Vehicle,732,30.80914306640625,20.162200927734375
11.00046992301941,Vehicle,733,-3.725555419921875,-0.241668701171875
11.00046992301941,Vehicle,734,60.60943603515625,2.193206787109375
12.00068473815918,Vehicle,732,36.88600158691406,20.220794677734375
12.00068473815918,Vehicle,733,-3.725555419921875,-0.241668701171875
12.00068473815918,Vehicle,734,62.0701904296875,8.1939697265625
13.000816345214844,Vehicle,732,41.524627685546875,20.270599365234375
13.000816345214844,Vehicle,733,-3.725555419921875,-0.241668701171875
13.000816345214844,Vehicle,734,62.05488586425781,16.278289794921875
14.000818729400635,Vehicle,732,45.86726379394531,20.3519287109375
14.000818729400635,Vehicle,733,-3.725555419921875,-0.241668701171875
14.000818729400635,Vehicle,734,62.02919006347656,24.074798583984375
15.000818014144897,Vehicle,732,49.87994384765625,21.095245361328125
15.000818014144897,Vehicle,733,-3.725555419921875,-0.241668701171875
15.000818014144897,Vehicle,734,62.0087890625,30.64453125
16.000815391540527,Vehicle,732,52.82102966308594,25.56005859375
16.000815391540527,Vehicle,733,-3.725555419921875,-0.241668701171875
16.000815391540527,Vehicle,734,61.9920654296875,36.0623779296875
17.000920057296753,Vehicle,732,52.94529724121094,33.510345458984375
17.000920057296753,Vehicle,733,-3.725555419921875,-0.241668701171875
17.000920057296753,Vehicle,734,61.97895812988281,40.51300048828125
18.000577449798584,Vehicle,732,52.84162902832031,41.459686279296875
18.000577449798584,Vehicle,733,-3.725555419921875,-0.241668701171875
