Timestep,Actor_Type,Actor_ID,Relative_X,Relative_Y
1,Pedestrian,240,166.00286483764648,14.488531112670898
2,Pedestrian,240,164.62207412719727,14.561086654663086
3,Pedestrian,240,162.77856063842773,14.696455001831055
4,Pedestrian,240,160.8370590209961,15.093082427978516
5,Pedestrian,240,158.7129783630371,15.713245391845703
6,Pedestrian,240,156.69739532470703,16.999509811401367
7,Pedestrian,240,157.12154388427734,18.25152015686035
8,Pedestrian,240,156.86552810668945,19.24812889099121
9,Pedestrian,240,156.3545799255371,19.986289978027344
10,Pedestrian,240,155.91307067871094,21.117965698242188
11,Pedestrian,240,156.1357536315918,22.8326416015625
12,Pedestrian,240,157.3023681640625,24.90730571746826
13,Pedestrian,240,158.57365036010742,26.994576454162598
14,Pedestrian,240,159.30359268188477,29.64238166809082
15,Pedestrian,240,159.78053283691406,33.22793674468994
16,Pedestrian,240,159.0295295715332,36.77802276611328
17,Pedestrian,240,157.96859741210938,40.54864716529846
18,Pedestrian,240,157.34515380859375,43.989389061927795
19,Pedestrian,240,157.42619705200195,47.12931090593338
