Time,Actor Type,Actor ID,Relative X,Relative Y
1714052337.9139354,Vehicle,29,22.36716651916504,120.03780841827393
1714052337.913973,Pedestrian,30,-22.19601058959961,2.925997734069824
1714052337.913973,Pedestrian,32,87.97130966186523,6.836836814880371
1714052337.913973,Pedestrian,34,-30.745685577392578,6.402266502380371
1714052337.913973,Pedestrian,36,-4.044513702392578,-53.42628002166748
1714052337.913973,Pedestrian,38,99.06795501708984,-74.42102336883545
1714052338.9151154,Vehicle,25,51.03733158111572,130.20767307281494
1714052338.9151154,Vehicle,26,75.69211959838867,-64.55980587005615
1714052338.9151154,Vehicle,27,121.71154022216797,17.749646186828613
1714052338.9151154,Vehicle,28,-71.00572204589844,65.0219202041626
1714052338.9151154,Vehicle,29,21.30647087097168,122.96041965484619
1714052338.9151511,Pedestrian,30,-23.25670623779297,5.84860897064209
1714052338.9151511,Pedestrian,32,86.91061401367188,9.759448051452637
1714052338.9151511,Pedestrian,34,-31.806381225585938,9.324877738952637
1714052338.9151511,Pedestrian,36,-5.1052093505859375,-50.503668785095215
1714052338.9151511,Pedestrian,38,98.00725936889648,-71.49841213226318
1714052339.915938,Vehicle,25,57.148409843444824,132.51972198486328
1714052339.915938,Vehicle,26,80.58596801757812,-62.3204231262207
1714052339.915938,Vehicle,27,121.86381912231445,19.990787506103516
1714052339.915938,Vehicle,28,-70.91243362426758,73.28743743896484
1714052339.915938,Vehicle,29,21.458749771118164,125.2015609741211
1714052339.9159775,Pedestrian,30,-23.104427337646484,8.089750289916992
1714052339.9159775,Pedestrian,32,87.06289291381836,12.000589370727539
1714052339.9159775,Pedestrian,34,-31.654102325439453,11.566019058227539
1714052339.9159775,Pedestrian,36,-4.952930450439453,-48.26252746582031
1714052339.9159775,Pedestrian,38,98.15953826904297,-69.25727081298828
1714052340.9171963,Vehicle,25,62.44964599609375,134.61747980117798
1714052340.9171963,Vehicle,26,86.37948226928711,-60.07697820663452
1714052340.9171963,Vehicle,27,122.96500396728516,22.23599100112915
1714052340.9171963,Vehicle,28,-69.6096420288086,79.91455316543579
1714052340.9171963,Vehicle,29,22.559934616088867,127.44676446914673
1714052340.917272,Pedestrian,30,-22.00324249267578,10.334953784942627
1714052340.917272,Pedestrian,32,88.16407775878906,14.245792865753174
1714052340.917272,Pedestrian,34,-30.55291748046875,13.811222553253174
1714052340.917272,Pedestrian,36,-3.85174560546875,-46.01732397079468
1714052340.917272,Pedestrian,38,99.26072311401367,-67.01206731796265
1714052341.9184983,Vehicle,25,65.8931999206543,137.40077175199986
1714052341.9184983,Vehicle,26,93.84840774536133,-57.318779334425926
1714052341.9184983,Vehicle,27,125.46330642700195,24.996242180466652
1714052341.9184983,Vehicle,28,-66.95513534545898,83.64949764311314
1714052341.9184983,Vehicle,29,25.058237075805664,130.20701564848423
1714052341.918573,Pedestrian,30,-19.504940032958984,13.095204964280128
1714052341.918573,Pedestrian,32,90.66238021850586,17.006044045090675
1714052341.918573,Pedestrian,34,-28.054615020751953,16.571473732590675
1714052341.918573,Pedestrian,36,-1.3534431457519531,-43.257072791457176
1714052341.918573,Pedestrian,38,101.75902557373047,-64.25181613862514
1714052342.9198494,Vehicle,25,71.68319702148438,140.43020105361938
1714052342.9198494,Vehicle,26,101.77350234985352,-54.41344976425171
1714052342.9198494,Vehicle,27,128.77893447875977,27.903326511383057
1714052342.9198494,Vehicle,28,-63.26729202270508,89.30121088027954
1714052342.9198494,Vehicle,29,28.373865127563477,133.11409997940063
1714052342.9198809,Pedestrian,30,-16.189311981201172,16.002289295196533
1714052342.9198809,Pedestrian,32,93.97800827026367,19.91312837600708
1714052342.9198809,Pedestrian,34,-24.73898696899414,19.47855806350708
1714052342.9198809,Pedestrian,36,1.9621849060058594,-40.34998846054077
1714052342.9198809,Pedestrian,38,105.07465362548828,-61.34473180770874
1714052343.9210658,Vehicle,25,78.87138366699219,144.2694091796875
1714052343.9210658,Vehicle,26,109.95497512817383,-50.633949279785156
1714052343.9210658,Vehicle,27,132.1219253540039,31.685558319091797
1714052343.9210658,Vehicle,28,-59.2537841796875,97.2430648803711
1714052343.9210658,Vehicle,29,31.716856002807617,136.89633178710938
1714052343.9211013,Pedestrian,30,-12.846321105957031,19.784521102905273
1714052343.9211013,Pedestrian,32,97.32099914550781,23.69536018371582
1714052343.9211013,Pedestrian,34,-21.39599609375,23.26078987121582
1714052343.9211013,Pedestrian,36,5.30517578125,-36.56775665283203
1714052343.9211013,Pedestrian,38,108.41764450073242,-57.5625
1714052344.922549,Vehicle,25,86.25160026550293,148.50385856628418
1714052344.922549,Vehicle,26,116.3487319946289,-46.17492485046387
1714052344.922549,Vehicle,27,134.16583633422852,36.15317726135254
1714052344.922549,Vehicle,28,-55.56576919555664,107.47133445739746
1714052344.922549,Vehicle,29,33.76076698303223,141.36395072937012
1714052344.9225903,Pedestrian,30,-10.802410125732422,24.252140045166016
1714052344.9225903,Pedestrian,32,99.36491012573242,28.162979125976562
1714052344.9225903,Pedestrian,34,-19.35208511352539,27.728408813476562
1714052344.9225903,Pedestrian,36,7.349086761474609,-32.10013771057129
1714052344.9225903,Pedestrian,38,110.46155548095703,-53.09488105773926
1714052345.9238014,Vehicle,25,92.51126480102539,152.80130195617676
1714052345.9238014,Vehicle,26,120.73518371582031,-42.205190658569336
1714052345.9238014,Vehicle,27,134.39554595947266,39.99006462097168
1714052345.9238014,Vehicle,28,-53.80229949951172,116.50949287414551
1714052345.9238014,Vehicle,29,33.99047660827637,145.20083808898926
1714052345.923835,Pedestrian,30,-10.572700500488281,28.089027404785156
1714052345.923835,Pedestrian,32,99.59461975097656,31.999866485595703
1714052345.923835,Pedestrian,34,-19.12237548828125,31.565296173095703
1714052345.923835,Pedestrian,36,7.57879638671875,-28.26325035095215
1714052345.923835,Pedestrian,38,110.69126510620117,-49.25799369812012
1714052346.924815,Vehicle,25,94.44762802124023,154.6273956298828
1714052346.924815,Vehicle,26,124.22547912597656,-40.46823501586914
1714052346.924815,Vehicle,27,133.52910614013672,41.2861442565918
1714052346.924815,Vehicle,28,-54.090606689453125,120.01083374023438
1714052346.924815,Vehicle,29,33.12403678894043,146.49691772460938
1714052346.9248915,Pedestrian,30,-11.439140319824219,29.385107040405273
1714052346.9248915,Pedestrian,32,98.72817993164062,33.29594612121582
1714052346.9248915,Pedestrian,34,-19.988815307617188,32.86137580871582
1714052346.9248915,Pedestrian,36,6.7123565673828125,-26.96717071533203
1714052346.9248915,Pedestrian,38,109.82482528686523,-47.9619140625
1714052347.92564,Vehicle,25,93.87368774414062,155.71783447265625
1714052347.92564,Vehicle,26,127.85403823852539,-38.922706604003906
1714052347.92564,Vehicle,27,131.64833450317383,42.45200729370117
1714052347.92564,Vehicle,28,-54.15961837768555,124.85601806640625
1714052347.92564,Vehicle,29,31.24326515197754,147.66278076171875
1714052347.9256723,Pedestrian,30,-13.31991195678711,30.55097007751465
1714052347.9256723,Pedestrian,32,96.84740829467773,34.461809158325195
1714052347.9256723,Pedestrian,34,-21.869586944580078,34.027238845825195
1714052347.9256723,Pedestrian,36,4.831584930419922,-25.801307678222656
1714052347.9256723,Pedestrian,38,107.94405364990234,-46.796051025390625
1714052348.926891,Vehicle,25,94.28279495239258,155.9004783630371
1714052348.926891,Vehicle,26,129.97538375854492,-37.875648498535156
1714052348.926891,Vehicle,27,129.73003768920898,43.13461112976074
1714052348.926891,Vehicle,28,-53.86665725708008,130.41971969604492
1714052348.926891,Vehicle,29,28.614030838012695,148.34159469604492
1714052348.926937,Pedestrian,30,-15.77816390991211,31.232194900512695
1714052348.926937,Pedestrian,32,94.38915634155273,35.14303398132324
1714052348.926937,Pedestrian,34,-24.327838897705078,34.70846366882324
1714052348.926937,Pedestrian,36,2.373332977294922,-25.12008285522461
1714052348.926937,Pedestrian,38,105.48580169677734,-46.11482620239258
1714052349.9279628,Vehicle,25,94.87675476074219,155.4636516571045
1714052349.9279628,Vehicle,26,128.55554580688477,-34.677595138549805
1714052349.9279628,Vehicle,27,128.51620864868164,43.38396453857422
1714052349.9279628,Vehicle,28,-56.07509994506836,135.60915184020996
1714052349.9279628,Vehicle,29,23.898956298828125,148.57246208190918
1714052349.928005,Pedestrian,30,-19.346508026123047,31.474994659423828
1714052349.928005,Pedestrian,32,90.8208122253418,35.385833740234375
1714052349.928005,Pedestrian,34,-27.896183013916016,34.951263427734375
1714052349.928005,Pedestrian,36,-1.1950111389160156,-24.877283096313477
1714052349.928005,Pedestrian,38,101.9174575805664,-45.872026443481445
1714052350.9281828,Vehicle,25,95.65609359741211,156.2171573638916
1714052350.9281828,Vehicle,26,122.11624526977539,-30.951902389526367
1714052350.9281828,Vehicle,27,127.80840682983398,43.436134338378906
1714052350.9281828,Vehicle,28,-60.80788803100586,136.85164833068848
1714052350.9281828,Vehicle,29,16.803884506225586,148.58957862854004
1714052350.92833,Pedestrian,30,-24.134578704833984,31.5126953125
1714052350.92833,Pedestrian,32,86.03274154663086,35.42353439331055
1714052350.92833,Pedestrian,34,-32.68425369262695,34.98896408081055
1714052350.92833,Pedestrian,36,-5.983081817626953,-24.839582443237305
1714052350.92833,Pedestrian,38,97.12938690185547,-45.83432579040527
1714052351.9295506,Vehicle,25,95.64590835571289,159.9351978302002
1714052351.9295506,Vehicle,26,114.26255798339844,-26.193971633911133
1714052351.9295506,Vehicle,27,127.3645248413086,44.38730239868164
1714052351.9295506,Vehicle,28,-65.4594955444336,139.34163093566895
1714052351.9295506,Vehicle,29,8.174154281616211,149.31585884094238
1714052351.929587,Pedestrian,30,-29.14305877685547,32.48798370361328
1714052351.929587,Pedestrian,32,81.02426147460938,36.39882278442383
1714052351.929587,Pedestrian,34,-37.69273376464844,35.96425247192383
1714052351.929587,Pedestrian,36,-10.991561889648438,-23.864294052124023
1714052351.929587,Pedestrian,38,92.12090682983398,-44.85903739929199
